NOM_USUEL;LAT;LON;ALTI;AAAAMMJJHH;P;U;PHI;T0C;RHUM;SOLAR RAD
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081807;0.0;5.8;40;29.3;79;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081808;0.2;3.7;30;29.5;75;65
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081809;0.2;6.1;50;31.2;73;197
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081810;0.0;7.4;50;31.4;70;258
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081811;0.0;8.3;50;30.9;72;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081812;0.0;6.6;60;32.2;67;353
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081813;0.0;7.6;60;31.8;69;353
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081814;0.0;6.7;60;32.7;67;330
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081815;0.0;6.6;50;31.8;71;272
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081816;0.0;6.1;50;31.3;71;200
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081817;0.0;6.4;50;30.3;75;86
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081818;0.0;7.6;40;29.6;78;17
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081819;0.0;7.2;50;29.5;81;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081820;0.0;8.0;50;29.5;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081821;0.0;7.7;60;29.5;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081822;0.0;6.8;60;29.3;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081823;0.0;6.9;50;29.3;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081900;0.6;7.0;50;28.9;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081901;0.0;6.3;60;28.9;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081902;0.0;8.1;50;28.8;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081903;0.0;7.4;80;29.1;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081904;0.2;9.5;70;28.8;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081905;0.2;6.4;60;28.7;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081906;0.0;8.2;60;28.8;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081907;0.0;8.2;60;29.6;80;17
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081908;0.0;8.4;50;30.8;74;87
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081909;0.0;8.0;60;31.4;73;187
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081910;0.0;8.6;60;31.8;69;226
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081911;0.0;7.6;70;33.3;68;274
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081912;0.0;6.8;70;33.1;68;342
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081913;0.0;7.8;60;32.2;68;335
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081914;0.0;6.9;60;32.0;69;298
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081915;0.0;8.1;50;31.5;69;261
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081916;0.0;7.1;50;31.2;72;202
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081917;0.0;7.8;40;30.5;74;68
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081918;0.0;7.0;40;29.8;77;21
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081919;0.0;6.2;50;29.5;81;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081920;0.0;6.6;50;29.5;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081921;0.0;7.4;40;29.4;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081922;0.0;7.6;40;29.4;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024081923;0.0;4.2;10;28.7;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082000;0.0;7.6;40;29.1;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082001;0.0;7.3;50;29.2;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082002;0.0;5.1;20;29.0;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082003;0.0;9.0;40;29.1;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082004;0.0;6.2;30;28.8;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082005;0.0;6.8;50;29.0;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082006;0.0;6.6;50;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082007;0.0;6.0;50;30.1;74;25
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082008;0.0;7.0;40;30.8;72;118
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082009;0.0;6.8;40;30.7;67;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082010;0.0;6.5;50;31.6;65;273
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082011;0.0;7.5;50;32.0;64;339
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082012;0.0;7.8;60;32.5;66;317
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082013;0.0;8.1;40;31.5;67;315
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082014;0.0;11.5;50;29.4;74;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082015;0.0;5.5;20;29.2;77;250
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082016;0.6;6.4;30;30.4;72;194
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082017;0.2;7.4;40;29.8;76;93
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082018;0.0;5.9;20;29.1;79;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082019;0.0;4.5;30;29.0;80;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082020;0.0;7.2;50;29.1;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082021;0.0;7.7;50;29.2;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082022;0.2;6.8;50;29.1;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082023;0.2;6.9;50;29.0;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082100;0.0;6.5;50;29.0;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082101;0.0;5.8;40;28.9;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082102;0.0;3.3;80;28.0;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082103;0.4;0.9;300;27.0;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082104;3.0;4.0;120;25.8;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082105;0.0;3.6;90;27.0;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082106;0.6;1.3;20;25.9;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082107;0.2;1.7;240;27.3;86;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082108;0.0;4.7;90;30.5;74;96
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082109;0.0;6.3;60;30.4;75;181
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082110;1.4;2.9;40;28.7;84;239
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082111;0.0;2.0;110;29.4;76;311
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082112;0.0;5.8;100;30.5;72;305
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082113;0.0;4.6;100;30.6;70;349
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082114;0.2;7.0;140;29.0;78;235
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082115;0.0;6.7;80;29.0;81;203
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082116;0.0;3.9;90;29.6;76;196
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082117;0.0;5.7;100;29.5;74;99
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082118;0.0;5.5;90;29.4;76;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082119;0.0;4.6;100;29.3;75;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082120;0.0;6.2;90;29.3;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082121;0.0;6.9;80;29.3;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082122;0.0;4.8;80;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024082123;0.0;6.9;90;29.3;77;0
